study_id,control_round_1,intervention_round_1,d_round_1,control_round_2,intervention_round_2,d_round_2,control_round_3,intervention_round_3,d_round_3,control_round_4,intervention_round_4,d_round_4,control_round_5,intervention_round_5,d_round_5,control_round_6,intervention_round_6,d_round_6,control_round_7,intervention_round_7,d_round_7,control_round_8,intervention_round_8,d_round_8,control_round_9,intervention_round_9,d_round_9,control_round_10,intervention_round_10,d_round_10,control_round_11,intervention_round_11,d_round_11,control_round_12,intervention_round_12,d_round_12,control_round_13,intervention_round_13,d_round_13,control_round_14,intervention_round_14,d_round_14,control_round_15,intervention_round_15,d_round_15,control_round_16,intervention_round_16,d_round_16,control_round_17,intervention_round_17,d_round_17,control_round_18,intervention_round_18,d_round_18,control_round_19,intervention_round_19,d_round_19,control_round_20,intervention_round_20,d_round_20,control_round_21,intervention_round_21,d_round_21,control_round_22,intervention_round_22,d_round_22,control_round_23,intervention_round_23,d_round_23,control_round_24,intervention_round_24,d_round_24,control_round_25,intervention_round_25,d_round_25,control_round_26,intervention_round_26,d_round_26,control_round_27,intervention_round_27,d_round_27,control_round_28,intervention_round_28,d_round_28,control_round_29,intervention_round_29,d_round_29,control_round_30,intervention_round_30,d_round_30
Arana_1,0.54,0.7,0.331431266033829,0.5,0.6,0.20135792079033066,0.48,0.6,0.24136859514431963,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.6,0.24136859514431963,0.48,0.9,0.967305892355601,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.6,0.24136859514431963,0.48,0.84,0.7877733090139092,0.48,0.66,0.3657401616486189,0.48,0.6,0.24136859514431963,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.86,0.8438129932870186,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.84,0.7877733090139092,0.48,0.6,0.24136859514431963,0.48,0.6,0.24136859514431963,0.48,0.6,0.24136859514431963,0.48,0.6,0.24136859514431963,0.48,0.6,0.24136859514431963
Bamberg_2,0.58,0.62,0.0816751980870529,0.66,0.7,0.08578735877285792,0.64,0.7,0.12772273685916002,0.68,0.7,0.04324895263084794,0.68,0.72,0.08733077995918315,0.68,0.72,0.08733077995918315,0.68,0.94,0.7075943070173607,0.68,0.82,0.3262303721899156,0.68,0.8,0.27523321535664413,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.78,0.2261179065644221,0.68,0.78,0.2261179065644221,0.66,0.78,0.2686563127064321,0.68,0.78,0.2261179065644221,0.68,0.78,0.2261179065644221,0.68,0.84,0.3794947412232803,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.66,0.82,0.36876877833192556,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156,0.68,0.82,0.3262303721899156
Dickerson_2,268.7,275.7,-0.2276105006568856,275.84,271.8,0.1747699317514319,272.82,273.64,-0.03531224670891521,273.7,277.06,-0.14231131048580534,271.62,279.62,-0.31127553492036386,271.02,280.24,-0.35215719465643347,271.34,265.24,0.242004353308957,270.3,271.16,-0.033821500361543994,270.12,269.7,0.016518446732985387,268.46,270.82,-0.08968874636050685,268.98,271.16,-0.08203133380834292,268.58,272.06,-0.1313069227185024,267.64,269.08,-0.05418211678426468,267.7,272.6,-0.18590785907859206,267.52,272.12,-0.1704900193054851,266.78,272.92,-0.22434726351243028,267.1,273.4,-0.23113648813427648,266.28,273.88,-0.27353837349901505,266.62,266.46,0.005739583621764372,266.24,272.22,-0.21285276219684324,267.68,271.64,-0.147196723223702,266.34,271.84,-0.1967361609201976,266.34,271.5,-0.18323730274905964,265.94,271.66,-0.20049087264197923,265.98,268.86,-0.1028966580900571,265.76,273.04,-0.25746070185426745,265.48,272.54,-0.24131316770998235,265.54,273.32,-0.26535357888421457,265.4,273.1,-0.2584567150177789,265.48,273.38,-0.261999609166294
Everett_1,0.4,0.6,0.4027158415806615,0.52,0.5,-0.04001067435398897,0.52,0.5,-0.04001067435398897,0.54,0.48,-0.12009625438764782,0.54,0.46,-0.1601711600673179,0.54,0.44,-0.20037546242844706,0.54,0.62,0.1622802710053044,0.54,0.5,-0.08008558003365884,0.54,0.52,-0.04007490567966987,0.54,0.48,-0.12009625438764782,0.54,0.48,-0.12009625438764782,0.54,0.46,-0.1601711600673179,0.54,0.64,0.20370852917466897,0.54,0.5,-0.08008558003365884,0.54,0.46,-0.1601711600673179,0.54,0.46,-0.1601711600673179,0.54,0.44,-0.20037546242844706,0.54,0.46,-0.1601711600673179,0.54,0.62,0.1622802710053044,0.54,0.48,-0.12009625438764782,0.54,0.48,-0.12009625438764782,0.54,0.46,-0.1601711600673179,0.54,0.46,-0.1601711600673179,0.54,0.46,-0.1601711600673179,0.54,0.6,0.12127234075667181,0.54,0.5,-0.08008558003365884,0.52,0.48,-0.08002134870797795,0.54,0.46,-0.1601711600673179,0.54,0.48,-0.12009625438764782,0.54,0.5,-0.08008558003365884
Handgraaf_1,15.76,15.92,0.0157552821360271,13.4,14.08,0.08719879428688167,12.52,12.3,-0.0303984145043447,11.68,11.1,-0.0797353192213754,11.32,9.78,-0.2047222142450395,11.1,8.84,-0.2845208696529381,11.1,21.56,1.118754773628369,11.04,15.34,0.5766569232003358,10.96,14.14,0.4350536606043924,10.9,12.98,0.28263906624966484,10.72,12.06,0.18562615087466242,10.62,11.28,0.09078162710054352,10.56,20.08,1.1068301554906461,10.6,15.06,0.608262742309761,10.56,13.76,0.43199152775944266,10.54,12.64,0.2839038994297585,10.5,12.2,0.22654341126512934,10.54,11.48,0.12385477795844603,10.8,19.36,1.0656322472752375,10.44,15.38,0.6792087960605727,10.52,14.4,0.533963298371114,10.38,13.46,0.426692337300426,10.46,12.76,0.31008764166227565,10.42,12.2,0.24050245022890346,10.62,18.87,1.0646011395466213,10.56,15.22,0.6238051608002637,10.56,14.39,0.5027283237865632,10.86,13.75,0.37382461336402845,10.6,13.22,0.3341572908785467,10.56,12.49,0.24120068427023317
Kesternich_1,0.2,0.28,0.1879024353974611,0.22,0.16,-0.15337683465885832,0.22,0.14,-0.20941651893196778,0.22,0.14,-0.20941651893196778,0.22,0.14,-0.20941651893196778,0.22,0.12,-0.2689273150144915,0.22,0.42,0.43369514704915135,0.22,0.14,-0.20941651893196778,0.22,0.14,-0.20941651893196778,0.2,0.12,-0.21981200622226926,0.22,0.14,-0.20941651893196778,0.22,0.14,-0.20941651893196778,0.22,0.42,0.43369514704915135,0.22,0.16,-0.15337683465885832,0.26,0.14,-0.30314760652844197,0.24,0.14,-0.25695136823708586,0.22,0.14,-0.20941651893196778,0.2,0.14,-0.16030121013974552,0.22,0.36,0.3105916907927343,0.2,0.16,-0.10426152586663606,0.2,0.16,-0.10426152586663606,0.2,0.14,-0.16030121013974552,0.2,0.14,-0.16030121013974552,0.2,0.14,-0.16030121013974552,0.2,0.3,0.2319842627257963,0.22,0.2,-0.049115308792222256,0.2,0.14,-0.16030121013974552,0.2,0.16,-0.10426152586663606,0.2,0.14,-0.16030121013974552,0.2,0.18,-0.05099715683327155
Klotz_1,25.4,44.3,1.8859150673747969,24.5,34.98,1.2198338423221464,24.48,31.42,0.8423156001125562,24.08,29.38,0.645170560207207,23.92,29.42,0.6431036436914574,24.02,29.12,0.6069945255126334,24.0,49.5,2.109915812149922,24.2,37.52,1.4041722807650139,24.26,36.44,1.2511247789959445,24.16,36.04,1.2134884301358582,24.04,35.6,1.1451881110892528,24.06,35.08,1.0813162805399221,24.14,46.9,1.9947347163473106,24.04,37.94,1.4603339062147964,23.88,37.26,1.406799582677428,24.04,36.44,1.3309627686398782,24.16,36.1,1.299825615983816,23.96,35.6,1.2494111325027863,24.14,50.3,2.1528249032903557,24.17,39.76,1.5598019921502677,24.1,38.9,1.4866134539323053,23.95,38.26,1.452445161096256,24.088,38.12,1.4233678652861792,24.17,37.4,1.362441861839935,24.31,49.16,1.995660772552257,24.17,40.24,1.5754898097744938,24.15,39.46,1.5521662719671458,24.24,38.56,1.4398494756781317,24.36,37.96,1.39567239802076,24.592,37.68,1.336248900757303
Lofgren_1,0.16,0.24,0.2009116839639764,0.28,0.18,-0.23889959223073265,0.28,0.18,-0.23889959223073265,0.3,0.16,-0.33624578859243237,0.28,0.2,-0.1879024353974611,0.32,0.2,-0.27523321535664447,0.3,0.48,0.3715061717134993,0.28,0.22,-0.13878712660523884,0.3,0.22,-0.18286895393357405,0.3,0.2,-0.2319842627257963,0.3,0.18,-0.28298141955906786,0.3,0.2,-0.2319842627257963,0.3,0.48,0.3715061717134993,0.28,0.22,-0.13878712660523884,0.26,0.24,-0.046196238291356106,0.3,0.22,-0.18286895393357405,0.3,0.2,-0.2319842627257963,0.3,0.22,-0.18286895393357405,0.28,0.38,0.21323282235686003,0.28,0.26,-0.04505603900876465,0.3,0.24,-0.13533410462845596,0.3,0.22,-0.18286895393357405,0.3,0.18,-0.28298141955906786,0.3,0.2,-0.2319842627257963,0.28,0.52,0.49560934774981247,0.3,0.28,-0.04408182732833521,0.3,0.26,-0.08913786633709986,0.3,0.24,-0.13533410462845596,0.3,0.22,-0.18286895393357405,0.3,0.24,-0.13533410462845596
Lofgren_2,0.24,0.34,0.2211214634013141,0.3,0.22,-0.18286895393357405,0.36,0.26,-0.2168606031962601,0.36,0.26,-0.2168606031962601,0.36,0.24,-0.2630568414876162,0.34,0.22,-0.2686563127064322,0.36,0.64,0.5675882184166559,0.36,0.3,-0.12772273685916025,0.34,0.28,-0.12986918610119336,0.36,0.24,-0.2630568414876162,0.36,0.28,-0.17180456418749546,0.38,0.28,-0.21323282235686003,0.36,0.5,0.28379410920832804,0.36,0.26,-0.2168606031962601,0.36,0.28,-0.17180456418749546,0.36,0.26,-0.2168606031962601,0.34,0.24,-0.2211214634013141,0.36,0.26,-0.2168606031962601,0.36,0.64,0.5675882184166559,0.36,0.3,-0.12772273685916025,0.38,0.28,-0.21323282235686003,0.38,0.28,-0.21323282235686003,0.36,0.28,-0.17180456418749546,0.38,0.28,-0.21323282235686003,0.36,0.54,0.3638796892419869,0.34,0.26,-0.174925225109958,0.36,0.26,-0.2168606031962601,0.36,0.26,-0.2168606031962601,0.36,0.28,-0.17180456418749546,0.36,0.26,-0.2168606031962601
Marek_1,22.68,26.44,0.587271811704311,21.76,19.22,-0.41117658223601145,20.38,15.1,-0.9439327519851691,20.38,12.24,-1.4456854335960867,20.58,10.1,-1.8734413001998018,20.04,8.96,-1.9264467545053963,20.0,21.24,0.19430650049810852,20.04,17.24,-0.4774073668422294,20.14,15.76,-0.7668427594605707,20.12,14.36,-1.0139105831112953,20.06,13.34,-1.1332406741736547,20.06,12.62,-1.2213445708044715,20.4,20.18,-0.037408955936311446,20.48,16.88,-0.6232432739376452,20.32,15.9,-0.7910767043154276,20.44,15.18,-0.9571388307653818,20.6,14.3,-1.059578907582697,20.78,13.52,-1.2212923886891147,20.44,21.62,0.18772484861006505,20.9,17.26,-0.6570022288998998,20.64,16.3,-0.7606871227896947,20.82,15.04,-1.0685732765457308,20.8,14.46,-1.1598067008979251,20.64,13.64,-1.2641131503197107,20.62,22.36,0.2856095499106032,20.8,17.72,-0.5474409208223282,20.64,16.26,-0.8177977492310562,21.28,15.8,-0.9684151853639857,20.86,15.36,-0.9316355224324167,21.78,14.1,-1.502320818497763
