study_id,control_round_1,intervention_round_1,d_round_1,control_round_2,intervention_round_2,d_round_2,control_round_3,intervention_round_3,d_round_3,control_round_4,intervention_round_4,d_round_4,control_round_5,intervention_round_5,d_round_5,control_round_6,intervention_round_6,d_round_6,control_round_7,intervention_round_7,d_round_7,control_round_8,intervention_round_8,d_round_8,control_round_9,intervention_round_9,d_round_9,control_round_10,intervention_round_10,d_round_10,control_round_11,intervention_round_11,d_round_11,control_round_12,intervention_round_12,d_round_12,control_round_13,intervention_round_13,d_round_13,control_round_14,intervention_round_14,d_round_14,control_round_15,intervention_round_15,d_round_15,control_round_16,intervention_round_16,d_round_16,control_round_17,intervention_round_17,d_round_17,control_round_18,intervention_round_18,d_round_18,control_round_19,intervention_round_19,d_round_19,control_round_20,intervention_round_20,d_round_20,control_round_21,intervention_round_21,d_round_21,control_round_22,intervention_round_22,d_round_22,control_round_23,intervention_round_23,d_round_23,control_round_24,intervention_round_24,d_round_24,control_round_25,intervention_round_25,d_round_25,control_round_26,intervention_round_26,d_round_26,control_round_27,intervention_round_27,d_round_27,control_round_28,intervention_round_28,d_round_28,control_round_29,intervention_round_29,d_round_29,control_round_30,intervention_round_30,d_round_30
Arana_1,0.54,0.7,0.331431266033829,0.5,0.62,0.24236585103896324,0.48,0.64,0.3238047835623168,0.48,0.62,0.2823765253929522,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.92,1.0372938967257888,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.6,0.24136859514431963,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.9,0.967305892355601,0.48,0.62,0.2823765253929522,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.62,0.2823765253929522,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168,0.48,0.64,0.3238047835623168
Bamberg_2,0.58,0.62,0.0816751980870529,0.66,0.68,0.04253840614200999,0.64,0.68,0.08447378422831209,0.68,0.68,0.0,0.68,0.68,0.0,0.68,0.68,0.0,0.68,0.68,0.0,0.68,0.68,0.0,0.68,0.7,0.04324895263084794,0.68,0.68,0.0,0.68,0.88,0.4950452215789136,0.68,0.72,0.08733077995918315,0.68,0.7,0.04324895263084794,0.68,0.7,0.04324895263084794,0.68,0.7,0.04324895263084794,0.66,0.7,0.08578735877285792,0.68,0.7,0.04324895263084794,0.68,0.7,0.04324895263084794,0.68,0.7,0.04324895263084794,0.68,0.7,0.04324895263084794,0.68,0.96,0.7998125917775947,0.68,0.84,0.3794947412232803,0.68,0.82,0.3262303721899156,0.68,0.8,0.27523321535664413,0.68,0.8,0.27523321535664413,0.66,0.76,0.22112146340131367,0.68,0.78,0.2261179065644221,0.68,0.78,0.2261179065644221,0.68,0.78,0.2261179065644221,0.68,0.78,0.2261179065644221
Dickerson_2,268.7,275.7,-0.2276105006568856,275.84,271.8,0.17838327341091376,272.82,272.8,0.0008659863579575868,273.7,274.04,-0.0147945394312755,271.62,274.2,-0.10344027739728016,271.02,275.9,-0.1936514782196027,271.34,276.06,-0.18294108112722038,270.3,276.8,-0.2473511117032295,270.12,276.54,-0.23985198756714052,268.46,276.84,-0.303025742545417,268.98,266.22,0.10377086256645501,268.58,272.4,-0.15017474658292976,267.64,271.82,-0.16110407738918103,267.7,271.74,-0.15330433261340015,267.52,271.62,-0.15279769694771458,266.78,271.98,-0.19141258086080165,267.1,271.48,-0.16072747919959585,266.28,271.98,-0.20634687337470062,266.62,272.16,-0.19763283936972817,266.24,272.26,-0.21349542284225784,267.68,270.36,-0.10016315454920612,266.34,273.18,-0.25109635756156884,266.34,272.86,-0.2356757137667395,265.94,273.34,-0.2635798870485542,265.98,274.14,-0.2925214002220201,265.76,273.86,-0.28683017701368585,265.48,274.44,-0.30847783569060855,265.54,274.7,-0.31424026335037236,265.4,274.84,-0.32153391820809324,265.48,274.92,-0.3181667050444052
Everett_1,0.4,0.6,0.4027158415806615,0.52,0.52,0.0,0.52,0.52,0.0,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.48,-0.12009625438764782,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.64,0.20370852917466897,0.54,0.5,-0.08008558003365884,0.54,0.52,-0.04007490567966987,0.54,0.52,-0.04007490567966987,0.54,0.48,-0.12009625438764782,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.48,-0.12009625438764782,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.62,0.1622802710053044,0.54,0.52,-0.04007490567966987,0.54,0.48,-0.12009625438764782,0.54,0.5,-0.08008558003365884,0.54,0.52,-0.04007490567966987,0.54,0.48,-0.12009625438764782,0.52,0.5,-0.04001067435398897,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884,0.54,0.5,-0.08008558003365884
Handgraaf_1,15.76,15.92,0.0157552821360271,13.4,13.72,0.04173240124322677,12.52,12.0,-0.0716174750143257,11.68,10.72,-0.13107411516737436,11.32,9.42,-0.2533664282527513,11.1,8.66,-0.3155472735532889,11.1,8.08,-0.3817171942595579,11.04,7.7,-0.4191600116963213,10.96,7.34,-0.44967191653277244,10.9,7.24,-0.45129630126086545,10.72,18.204,0.94197739895515,10.62,13.235999999999999,0.359618000390256,10.56,12.64,0.28136014270647136,10.6,12.09,0.19844458699263204,10.56,11.37,0.10706000783495451,10.54,10.85,0.04000876926146509,10.5,10.53,0.0038182749094899547,10.54,10.27,-0.034298432111712136,10.8,9.91,-0.11231293276004128,10.44,9.77,-0.08295413437462715,10.52,19.44,1.0809953806876225,10.38,14.16,0.49423421318165006,10.46,12.78,0.3077049222108012,10.42,12.0,0.21171235248305847,10.62,11.28,0.08639015910547737,10.56,10.74,0.023470687834781442,10.56,10.3,-0.03366096202483551,10.86,9.98,-0.1127573655599554,10.6,9.62,-0.12497768554414776,10.56,9.32,-0.15814264173135434
Kesternich_1,0.2,0.28,0.1879024353974611,0.22,0.16,-0.15337683465885832,0.22,0.18,-0.10011246562549381,0.22,0.12,-0.2689273150144915,0.22,0.14,-0.20941651893196778,0.22,0.12,-0.2689273150144915,0.22,0.14,-0.20941651893196778,0.22,0.12,-0.2689273150144915,0.22,0.12,-0.2689273150144915,0.2,0.12,-0.21981200622226926,0.22,0.46,0.5143002199674033,0.22,0.14,-0.20941651893196778,0.22,0.16,-0.15337683465885832,0.22,0.16,-0.15337683465885832,0.26,0.16,-0.2471079222553325,0.24,0.16,-0.2009116839639764,0.22,0.14,-0.20941651893196778,0.2,0.12,-0.21981200622226926,0.22,0.12,-0.2689273150144915,0.2,0.12,-0.21981200622226926,0.2,0.46,0.5634155287596255,0.2,0.2,0.0,0.2,0.18,-0.05099715683327155,0.2,0.14,-0.16030121013974552,0.2,0.16,-0.10426152586663606,0.22,0.16,-0.15337683465885832,0.2,0.14,-0.16030121013974552,0.2,0.14,-0.16030121013974552,0.2,0.14,-0.16030121013974552,0.2,0.14,-0.16030121013974552
Klotz_1,25.4,44.3,1.8859150673747969,24.5,34.06,1.1489093480782429,24.48,33.28,0.9440926246638506,24.08,31.96,0.8729421804970154,23.92,31.28,0.7960253433662609,24.02,31.16,0.7954555754736707,24.0,31.2,0.8155596057567016,24.2,31.42,0.8186733160036634,24.26,31.5,0.8258344369300588,24.16,31.02,0.7651338830355039,24.04,47.0,1.8721358439338087,24.06,37.06,1.3333680415364222,24.14,35.84,1.2002180685250827,24.04,35.0,1.1407677124194215,23.88,34.66,1.1321795413344107,24.04,34.34,1.1023936478218472,24.16,34.04,1.0719814042965594,23.96,34.02,1.0803905206478668,24.14,33.68,1.040716038882272,24.17,33.66,1.0334356499222008,24.1,46.54,1.86518727994711,23.95,36.06,1.2684815678017833,24.088,35.68,1.2147732259556976,24.17,34.94,1.137476439909013,24.31,34.52,1.0980499559289458,24.17,34.52,1.1366691840069645,24.15,34.28,1.0984755475493813,24.24,34.24,1.087775147563125,24.36,33.92,1.0284922441595254,24.592,33.86,1.0017350036390604
Lofgren_1,0.16,0.24,0.2009116839639764,0.28,0.2,-0.1879024353974611,0.28,0.18,-0.23889959223073265,0.3,0.2,-0.2319842627257963,0.28,0.2,-0.1879024353974611,0.32,0.18,-0.326230372189916,0.3,0.18,-0.28298141955906786,0.28,0.2,-0.1879024353974611,0.3,0.22,-0.18286895393357405,0.3,0.2,-0.2319842627257963,0.3,0.44,0.29122696367270007,0.3,0.22,-0.18286895393357405,0.3,0.18,-0.28298141955906786,0.28,0.2,-0.1879024353974611,0.26,0.18,-0.193843553221968,0.3,0.18,-0.28298141955906786,0.3,0.18,-0.28298141955906786,0.3,0.18,-0.28298141955906786,0.28,0.18,-0.23889959223073265,0.28,0.18,-0.23889959223073265,0.3,0.48,0.3715061717134993,0.3,0.24,-0.13533410462845596,0.3,0.22,-0.18286895393357405,0.3,0.2,-0.2319842627257963,0.28,0.2,-0.1879024353974611,0.3,0.18,-0.28298141955906786,0.3,0.18,-0.28298141955906786,0.3,0.2,-0.2319842627257963,0.3,0.18,-0.28298141955906786,0.3,0.2,-0.2319842627257963
Lofgren_2,0.24,0.34,0.2211214634013141,0.3,0.24,-0.13533410462845596,0.36,0.22,-0.3105916907927343,0.36,0.2,-0.35970699958495655,0.36,0.2,-0.35970699958495655,0.34,0.18,-0.368768778331926,0.36,0.2,-0.35970699958495655,0.36,0.2,-0.35970699958495655,0.34,0.2,-0.31777162149865446,0.36,0.2,-0.35970699958495655,0.36,0.64,0.5675882184166559,0.38,0.26,-0.2582888613656247,0.36,0.22,-0.3105916907927343,0.36,0.22,-0.3105916907927343,0.36,0.22,-0.3105916907927343,0.36,0.22,-0.3105916907927343,0.34,0.2,-0.31777162149865446,0.36,0.2,-0.35970699958495655,0.36,0.2,-0.35970699958495655,0.36,0.2,-0.35970699958495655,0.38,0.7,0.6538826971064513,0.38,0.28,-0.21323282235686003,0.36,0.26,-0.2168606031962601,0.38,0.22,-0.35201994896209887,0.36,0.22,-0.3105916907927343,0.34,0.22,-0.2686563127064322,0.36,0.22,-0.3105916907927343,0.36,0.22,-0.3105916907927343,0.36,0.2,-0.35970699958495655,0.36,0.2,-0.35970699958495655
Marek_1,22.68,26.44,0.587271811704311,21.76,19.1,-0.44436609762744905,20.38,15.16,-0.9052628081831811,20.38,12.54,-1.3163662012660773,20.58,10.92,-1.5704658619069447,20.04,9.76,-1.6433164530646591,20.0,8.96,-1.814484490401844,20.04,8.3,-1.9162425399785157,20.14,7.94,-1.9447198951234064,20.12,8.06,-1.9407922232003472,20.06,21.5,0.23157671494389181,20.06,17.1,-0.47315555838505197,20.4,15.52,-0.8051052496167777,20.48,14.06,-1.096211687704912,20.32,13.22,-1.2162791547595184,20.44,12.34,-1.4149509625939414,20.6,11.74,-1.4490772863614125,20.78,11.18,-1.5923544716973932,20.44,10.9,-1.557913629864146,20.9,10.78,-1.665307579423364,20.64,22.04,0.2205887220821388,20.82,17.16,-0.621184464576968,20.8,15.16,-0.9709423197297176,20.64,14.0,-1.1765165920726015,20.62,12.8,-1.3460199053667607,20.8,11.84,-1.5192364903851403,20.64,11.08,-1.5814542846435726,21.28,10.6,-1.741886143298177,20.86,10.74,-1.5829149932876607,21.78,10.28,-1.9955290984872736
